timestamp,x,y,event_type,speed,acceleration
1747104108801,2029,1359,move,5.3,1.33
1747104108809,2050,1363,move,2.57,0.31
1747104108819,2072,1367,move,2.21,0.22
1747104108828,2094,1372,move,2.49,0.27
1747104108831,2115,1376,move,7.08,2.34
1747104108840,2134,1380,move,2.31,0.28
1747104108848,2151,1382,move,2.14,0.27
1747104108858,2165,1384,move,1.41,0.14
1747104108863,2176,1386,move,2.29,0.47
1747104108870,2182,1386,move,0.8,0.11
1747104108878,2188,1386,move,0.75,0.09
1747104108886,2192,1386,move,0.5,0.06
1747104108894,2196,1386,move,0.5,0.06
1747104108902,2199,1386,move,0.37,0.05
1747104108910,2203,1386,move,0.5,0.06
1747104108916,2206,1386,move,0.5,0.08
1747104108924,2208,1386,move,0.25,0.03
1747104108932,2209,1386,move,0.13,0.02
1747104108940,2210,1386,move,0.13,0.02
1747104108948,2210,1386,move,0.0,0.0
1747104108991,2210,1386,move,0.0,0.0
1747104109008,2212,1387,move,0.13,0.01
1747104109013,2212,1388,move,0.2,0.04
1747104109020,2212,1389,move,0.14,0.02
1747104109030,2211,1392,move,0.32,0.03
1747104109036,2209,1393,move,0.37,0.06
1747104109044,2204,1393,move,0.62,0.08
1747104109052,2200,1395,move,0.56,0.07
1747104109061,2194,1396,move,0.74,0.09
1747104109068,2185,1398,move,1.19,0.15
1747104109072,2174,1402,move,2.92,0.73
1747104109082,2165,1405,move,0.95,0.09
1747104109090,2153,1411,move,1.73,0.22
1747104109098,2141,1415,move,1.53,0.19
1747104109102,2133,1417,move,2.05,0.51
1747104109111,2121,1419,move,1.44,0.17
1747104109120,2111,1419,move,1.05,0.11
1747104109125,2100,1419,move,2.45,0.55
1747104109133,2084,1419,move,2.0,0.25
1747104109141,2065,1419,move,2.37,0.3
1747104109149,2038,1418,move,3.39,0.43
1747104109158,2004,1413,move,3.61,0.38
1747104109162,1965,1410,move,9.77,2.44
1747104109172,1914,1407,move,5.11,0.51
1747104109180,1864,1404,move,6.25,0.78
1747104109188,1815,1404,move,6.13,0.77
1747104109192,1765,1401,move,12.53,3.13
1747104109200,1721,1401,move,5.5,0.69
1747104109208,1677,1401,move,5.5,0.69
1747104109218,1644,1401,move,3.29,0.33
1747104109223,1611,1401,move,7.36,1.64
1747104109231,1582,1401,move,3.63,0.45
1747104109239,1558,1399,move,3.01,0.38
1747104109247,1539,1399,move,2.38,0.3
1747104109251,1523,1399,move,4.0,1.0
1747104109262,1509,1397,move,1.23,0.11
1747104109269,1493,1397,move,2.47,0.38
1747104109277,1477,1397,move,2.0,0.25
1747104109281,1461,1397,move,4.0,1.0
1747104109289,1443,1397,move,2.25,0.28
1747104109297,1424,1398,move,2.38,0.3
1747104109308,1408,1398,move,1.39,0.12
1747104109313,1392,1398,move,3.19,0.64
1747104109320,1378,1400,move,2.02,0.29
1747104109328,1367,1400,move,1.38,0.17
1747104109336,1356,1400,move,1.38,0.17
1747104109344,1343,1400,move,1.63,0.2
1747104109352,1332,1399,move,1.38,0.17
1747104109360,1318,1399,move,1.75,0.22
1747104109368,1302,1397,move,2.01,0.25
1747104109374,1288,1398,move,2.34,0.39
1747104109380,1275,1398,move,2.16,0.36
1747104109389,1261,1400,move,1.72,0.21
1747104109397,1252,1404,move,1.14,0.13
1747104109404,1247,1405,move,0.71,0.1
1747104109409,1243,1405,move,0.92,0.21
1747104109419,1242,1406,move,0.14,0.01
1747104109434,1241,1406,move,0.06,0.0
1747104109464,1241,1405,move,0.03,0.0
1747104109472,1241,1402,move,0.38,0.05
1747104109480,1241,1398,move,0.45,0.05
1747104109488,1241,1392,move,0.81,0.11
1747104109494,1241,1386,move,0.92,0.14
1747104109500,1242,1374,move,2.01,0.33
1747104109508,1244,1357,move,2.14,0.27
1747104109516,1246,1333,move,3.01,0.38
1747104109524,1253,1299,move,4.34,0.54
1747104109532,1269,1244,move,7.17,0.9
1747104109540,1286,1185,move,7.68,0.96
1747104109547,1303,1115,move,11.08,1.71
1747104109553,1324,1054,move,10.75,1.79
1747104109561,1339,1005,move,6.4,0.8
1747104109569,1353,965,move,5.29,0.66
1747104109578,1365,936,move,3.3,0.35
1747104109582,1374,916,move,6.12,1.71
1747104109589,1380,904,move,1.87,0.26
1747104109597,1383,898,move,0.84,0.1
1747104109608,1387,891,move,0.72,0.06
1747104109613,1390,887,move,1.0,0.2
1747104109621,1391,882,move,0.64,0.08
1747104109629,1394,878,move,0.62,0.08
1747104109633,1397,871,move,1.91,0.48
1747104109641,1400,865,move,0.84,0.1
1747104109649,1406,858,move,1.15,0.14
1747104109657,1411,849,move,1.29,0.16
1747104109665,1416,842,move,1.08,0.13
1747104109673,1420,835,move,1.0,0.12
1747104109681,1423,832,move,0.53,0.07
1747104109689,1423,831,move,0.13,0.02
1747104109693,1423,830,move,0.25,0.06
1747104109742,1423,830,move,0.0,0.0
1747104109754,1424,834,move,0.33,0.03
1747104109762,1426,842,move,1.03,0.13
1747104109771,1430,859,move,2.08,0.25
1747104109779,1436,883,move,3.05,0.38
1747104109786,1449,915,move,4.56,0.6
1747104109794,1462,950,move,4.67,0.58
1747104109802,1476,989,move,5.18,0.65
1747104109811,1492,1025,move,4.77,0.58
1747104109814,1509,1060,move,10.75,2.97
1747104109824,1520,1085,move,2.74,0.28
1747104109832,1537,1115,move,4.14,0.5
1747104109841,1553,1137,move,3.31,0.4
1747104109845,1570,1163,move,7.54,1.83
1747104109853,1585,1186,move,3.37,0.41
1747104109860,1599,1205,move,3.22,0.44
1747104109869,1612,1225,move,2.88,0.35
1747104109877,1623,1242,move,2.46,0.3
1747104109885,1633,1257,move,2.28,0.29
1747104109891,1643,1269,move,2.58,0.43
1747104109899,1651,1281,move,1.81,0.23
1747104109906,1657,1291,move,1.52,0.2
1747104109914,1663,1300,move,1.35,0.17
1747104109922,1668,1307,move,1.08,0.13
1747104109930,1671,1314,move,0.95,0.12
1747104109934,1674,1320,move,1.68,0.42
1747104109942,1679,1325,move,0.88,0.11
1747104109952,1682,1328,move,0.42,0.04
1747104109960,1686,1332,move,0.71,0.09
1747104109964,1689,1334,move,0.9,0.23
1747104109972,1692,1337,move,0.53,0.07
1747104109980,1696,1338,move,0.52,0.06
1747104109988,1701,1341,move,0.73,0.09
1747104109996,1705,1342,move,0.52,0.06
1747104110004,1716,1344,move,1.4,0.17
1747104110012,1727,1344,move,1.38,0.17
1747104110020,1745,1346,move,2.26,0.28
1747104110024,1769,1346,move,6.0,1.5
1747104110034,1796,1346,move,2.69,0.27
1747104110042,1830,1342,move,4.29,0.54
1747104110048,1860,1338,move,5.04,0.84
1747104110056,1902,1329,move,5.37,0.67
1747104110061,1941,1318,move,9.19,2.09
1747104110069,1974,1308,move,4.31,0.54
1747104110080,2007,1298,move,3.08,0.27
1747104110085,2036,1288,move,5.97,1.16
1747104110094,2060,1282,move,2.93,0.35
1747104110102,2087,1275,move,3.2,0.37
1747104110107,2114,1271,move,6.16,1.39
1747104110115,2141,1266,move,3.42,0.43
1747104110123,2171,1261,move,3.8,0.48
1747104110131,2198,1255,move,3.34,0.4
1747104110140,2224,1250,move,3.06,0.35
1747104110143,2246,1246,move,6.37,1.82
1747104110151,2265,1242,move,2.42,0.3
1747104110159,2279,1238,move,1.83,0.23
1747104110167,2288,1236,move,1.15,0.14
1747104110175,2292,1236,move,0.49,0.06
1747104110183,2293,1235,move,0.18,0.02
1747104110192,2294,1235,move,0.11,0.01
1747104110291,2294,1235,move,0.0,0.0
1747104110295,2294,1235,move,0.0,0.0
1747104110303,2293,1237,move,0.27,0.03
1747104110311,2290,1240,move,0.55,0.07
1747104110320,2286,1243,move,0.52,0.05
1747104110327,2279,1252,move,1.82,0.29
1747104110334,2264,1267,move,2.86,0.38
1747104110343,2246,1285,move,2.96,0.34
1747104110351,2228,1302,move,2.96,0.35
1747104110355,2211,1315,move,5.35,1.34
1747104110363,2196,1330,move,2.58,0.31
1747104110371,2181,1341,move,2.4,0.31
1747104110380,2166,1354,move,2.31,0.27
1747104110387,2154,1364,move,2.2,0.31
1747104110393,2140,1374,move,2.91,0.49
1747104110403,2127,1387,move,1.79,0.18
1747104110408,2115,1397,move,2.9,0.54
1747104110415,2102,1409,move,2.52,0.36
1747104110424,2090,1420,move,1.78,0.2
1747104110429,2081,1427,move,2.36,0.49
1747104110439,2074,1433,move,0.92,0.09
1747104110445,2069,1435,move,0.9,0.15
1747104110453,2066,1438,move,0.53,0.07
1747104110461,2065,1439,move,0.18,0.02
1747104110470,2064,1439,move,0.11,0.01
1747104110475,2064,1441,move,0.4,0.08
1747104110492,2063,1441,move,0.06,0.0
1747104110503,2063,1440,move,0.09,0.01
1747104110513,2063,1435,move,0.5,0.05
1747104110520,2063,1424,move,1.63,0.24
1747104110528,2063,1406,move,2.4,0.32
1747104110536,2065,1384,move,2.76,0.35
1747104110544,2068,1355,move,3.65,0.46
1747104110552,2072,1321,move,3.91,0.45
1747104110560,2075,1281,move,5.03,0.63
1747104110566,2080,1245,move,6.66,1.22
1747104110574,2085,1215,move,3.8,0.48
1747104110582,2089,1193,move,2.8,0.35
1747104110591,2091,1174,move,2.22,0.26
1747104110596,2093,1160,move,2.62,0.48
1747104110604,2095,1144,move,2.01,0.25
1747104110612,2100,1128,move,2.1,0.26
1747104110620,2104,1111,move,2.14,0.26
1747104110624,2108,1097,move,3.31,0.75
1747104110632,2109,1088,move,1.13,0.14
1747104110640,2111,1082,move,0.79,0.1
1747104110650,2111,1080,move,0.2,0.02
1747104110653,2111,1077,move,1.19,0.48
1747104110669,2111,1076,move,0.06,0.0
1747104110713,2111,1076,move,0.0,0.0
1747104110721,2111,1077,move,0.12,0.02
1747104110729,2110,1082,move,0.64,0.08
1747104110737,2104,1094,move,1.68,0.21
1747104110746,2095,1111,move,2.34,0.28
1747104110754,2086,1131,move,2.74,0.34
1747104110761,2075,1155,move,3.77,0.54
1747104110767,2061,1181,move,4.92,0.82
1747104110775,2046,1212,move,4.31,0.54
1747104110783,2027,1243,move,4.55,0.57
1747104110791,2006,1276,move,4.89,0.61
1747104110799,1985,1304,move,4.38,0.55
1747104110803,1966,1328,move,6.59,1.42
1747104110814,1946,1348,move,2.52,0.22
1747104110820,1926,1368,move,4.95,0.87
1747104110828,1908,1389,move,3.46,0.43
1747104110836,1890,1404,move,2.93,0.37
1747104110844,1875,1419,move,2.65,0.33
1747104110852,1866,1429,move,1.62,0.19
1747104110858,1861,1433,move,1.13,0.2
1747104110866,1856,1435,move,0.66,0.08
1747104110874,1855,1436,move,0.17,0.02
1747104110882,1853,1437,move,0.28,0.03
1747104110886,1850,1437,move,0.75,0.19
1747104110894,1849,1437,move,0.13,0.02
1747104110902,1847,1437,move,0.25,0.03
1747104110910,1842,1437,move,0.63,0.08
1747104110918,1836,1435,move,0.79,0.1
1747104110926,1829,1430,move,1.08,0.13
1747104110931,1819,1420,move,3.22,0.73
1747104110939,1810,1410,move,1.68,0.21
1747104110948,1799,1398,move,1.84,0.21
1747104110956,1786,1381,move,2.66,0.33
1747104110964,1773,1363,move,2.72,0.33
1747104110972,1760,1344,move,2.88,0.36
1747104110976,1747,1321,move,6.61,1.65
1747104110984,1731,1299,move,3.4,0.43
1747104110994,1718,1276,move,2.52,0.24
1747104111000,1707,1254,move,4.45,0.8
1747104111008,1696,1234,move,2.85,0.36
1747104111016,1687,1217,move,2.27,0.27
1747104111024,1683,1201,move,2.05,0.25
1747104111029,1679,1189,move,2.52,0.5
1747104111038,1677,1181,move,1.03,0.13
1747104111046,1677,1175,move,0.67,0.08
1747104111054,1677,1172,move,0.37,0.05
1747104111062,1676,1169,move,0.4,0.05
1747104111067,1676,1168,move,0.23,0.05
1747104111075,1676,1167,move,0.13,0.02
1747104111090,1676,1166,move,0.07,0.0
1747104114437,1675,1166,move,0.0,0.0
1747104114440,1669,1167,move,1.65,0.45
1747104114449,1660,1173,move,1.32,0.16
1747104114457,1643,1182,move,2.33,0.28
1747104114467,1626,1190,move,1.86,0.18
1747104114473,1612,1196,move,2.69,0.47
1747104114481,1598,1202,move,1.9,0.24
1747104114485,1583,1208,move,3.44,0.73
1747104114497,1569,1212,move,1.26,0.11
1747104114501,1555,1219,move,3.5,0.78
1747104114510,1538,1223,move,2.08,0.25
1747104114519,1522,1227,move,1.86,0.21
1747104114523,1505,1231,move,3.96,0.9
1747104114532,1486,1237,move,2.19,0.24
1747104114540,1461,1246,move,3.31,0.41
1747104114548,1437,1255,move,3.11,0.38
1747104114557,1410,1262,move,3.36,0.41
1747104114563,1378,1272,move,5.38,0.86
1747104114569,1354,1281,move,4.23,0.7
1747104114579,1329,1290,move,2.67,0.27
1747104114583,1307,1298,move,5.31,1.2
1747104114592,1288,1305,move,2.46,0.3
1747104114601,1271,1311,move,1.99,0.22
1747104114605,1254,1315,move,3.92,0.88
1747104114613,1240,1321,move,1.9,0.24
1747104114621,1224,1326,move,2.1,0.26
1747104114629,1204,1332,move,2.53,0.31
1747104114639,1185,1336,move,2.08,0.22
1747104114647,1161,1343,move,3.12,0.39
1747104114650,1136,1350,move,7.29,2.05
1747104114658,1109,1354,move,3.41,0.43
1747104114669,1079,1361,move,3.01,0.29
1747104114677,1052,1368,move,3.34,0.4
1747104114683,1020,1378,move,5.49,0.9
1747104114690,987,1388,move,5.22,0.79
1747104114698,960,1395,move,3.49,0.44
1747104114707,929,1402,move,3.49,0.38
1747104114713,902,1408,move,4.59,0.76
1747104114721,871,1416,move,3.93,0.48
1747104114729,839,1423,move,4.09,0.51
1747104114737,802,1431,move,4.74,0.59
1747104114741,760,1439,move,10.12,2.4
1747104114749,723,1447,move,4.71,0.59
1747104114759,686,1455,move,3.94,0.41
1747104114763,655,1460,move,7.38,1.73
1747104114773,628,1464,move,2.69,0.27
1747104114779,604,1469,move,4.25,0.74
1747104114788,580,1473,move,2.8,0.32
1747104114795,558,1478,move,3.01,0.4
1747104114800,539,1482,move,3.7,0.71
1747104114809,525,1486,move,1.64,0.18
1747104114818,514,1490,move,1.36,0.16
1747104114825,505,1493,move,1.31,0.18
1747104114831,493,1499,move,2.46,0.45
1747104114840,481,1505,move,1.48,0.16
1747104114848,469,1513,move,1.81,0.23
1747104114852,457,1521,move,3.26,0.74
1747104114860,445,1529,move,1.8,0.23
1747104114868,435,1537,move,1.56,0.19
1747104114876,423,1543,move,1.68,0.21
1747104114884,414,1548,move,1.29,0.16
1747104114893,407,1554,move,1.08,0.13
1747104114901,401,1557,move,0.84,0.1
1747104114909,394,1560,move,0.95,0.12
1747104114918,391,1563,move,0.46,0.05
1747104114923,388,1564,move,0.62,0.12
1747104114929,386,1566,move,0.44,0.07
1747104114937,383,1569,move,0.53,0.07
1747104114941,381,1571,move,0.71,0.18
1747104114949,379,1573,move,0.35,0.04
1747104114957,376,1576,move,0.53,0.07
1747104114965,374,1578,move,0.35,0.04
1747104114973,372,1581,move,0.45,0.06
1747104114981,369,1584,move,0.53,0.07
1747104114989,366,1587,move,0.53,0.07
1747104114998,365,1588,move,0.17,0.02
1747104115002,362,1591,move,1.04,0.26
1747104115010,359,1592,move,0.39,0.05
1747104115019,357,1595,move,0.42,0.05
1747104115027,352,1598,move,0.73,0.09
1747104115031,348,1601,move,1.25,0.31
1747104115039,343,1604,move,0.67,0.08
1747104115047,339,1607,move,0.61,0.08
1747104115059,334,1610,move,0.52,0.05
1747104115064,330,1613,move,0.95,0.18
1747104115072,325,1616,move,0.69,0.08
1747104115081,321,1619,move,0.61,0.07
1747104115088,316,1622,move,0.77,0.1
1747104115093,312,1626,move,1.25,0.27
1747104115103,305,1630,move,0.8,0.08
1747104115109,298,1633,move,1.2,0.19
1747104115117,289,1636,move,1.16,0.14
1747104115121,272,1645,move,5.02,1.31
1747104115133,253,1651,move,1.68,0.14
1747104115141,234,1658,move,2.48,0.3
1747104115149,214,1664,move,2.61,0.33
1747104115154,200,1668,move,3.31,0.75
1747104115161,189,1670,move,1.44,0.19
1747104115169,180,1672,move,1.24,0.17
1747104115176,176,1673,move,0.54,0.07
1747104115185,172,1673,move,0.49,0.06
1747104115193,169,1675,move,0.45,0.06
1747104115201,166,1676,move,0.39,0.05
1747104115208,162,1679,move,0.63,0.08
1747104115212,156,1682,move,1.68,0.42
1747104115221,151,1685,move,0.66,0.08
1747104115229,145,1688,move,0.89,0.12
1747104115237,140,1691,move,0.72,0.09
1747104115241,137,1694,move,1.08,0.27
1747104115253,135,1696,move,0.24,0.02
1747104115261,133,1696,move,0.25,0.03
1747104115269,132,1696,move,0.13,0.02
1747104115275,131,1696,move,0.16,0.03
1747104115304,131,1697,move,0.03,0.0
1747104115320,131,1698,move,0.06,0.0
1747104115328,130,1699,move,0.17,0.02
1747104115332,130,1700,move,0.27,0.07
1747104115340,129,1701,move,0.17,0.02
1747104115348,129,1702,move,0.13,0.02
1747104115356,128,1704,move,0.28,0.03
1747104115364,128,1705,move,0.12,0.02
1747104115422,128,1706,move,0.02,0.0
1747104115508,128,1706,move,0.0,0.0
1747104115515,130,1706,move,0.32,0.05
1747104115523,133,1706,move,0.37,0.04
1747104115531,137,1706,move,0.51,0.06
1747104115539,142,1707,move,0.64,0.08
1747104115542,148,1707,move,1.62,0.44
1747104115550,153,1707,move,0.65,0.08
1747104115561,162,1709,move,0.88,0.08
1747104115569,170,1709,move,0.97,0.12
1747104115572,184,1711,move,4.04,1.15
1747104115583,200,1711,move,1.49,0.14
1747104115589,219,1713,move,3.41,0.61
1747104115597,240,1715,move,2.62,0.32
1747104115605,264,1717,move,3.08,0.39
1747104115612,288,1722,move,3.26,0.43
1747104115621,315,1724,move,3.13,0.36
1747104115625,345,1729,move,6.78,1.51
1747104115633,372,1733,move,3.51,0.45
1747104115641,401,1735,move,3.53,0.43
1747104115649,428,1740,move,3.42,0.43
1747104115657,458,1744,move,3.78,0.47
1747104115663,489,1749,move,5.56,0.99
1747104115670,515,1751,move,3.86,0.57
1747104115681,548,1751,move,2.88,0.25
1747104115686,581,1751,move,7.48,1.69
1747104115693,615,1750,move,4.69,0.65
1747104115701,653,1750,move,4.6,0.56
1747104115709,688,1747,move,4.54,0.59
1747104115719,717,1749,move,2.89,0.29
1747104115722,741,1753,move,7.02,2.02
1747104115730,758,1759,move,2.25,0.28
1747104115738,770,1767,move,1.8,0.23
1747104115746,776,1782,move,2.02,0.25
1747104115754,780,1793,move,1.46,0.18
1747104115762,782,1807,move,1.77,0.22
1747104115770,784,1816,move,1.15,0.14
1747104115778,785,1820,move,0.52,0.06
1747104115782,792,1823,move,1.91,0.48
1747104115790,800,1823,move,1.0,0.13
1747104115798,820,1816,move,2.65,0.33
1747104115808,844,1809,move,2.46,0.24
1747104115812,876,1797,move,8.48,2.1
1747104115822,908,1790,move,3.63,0.4
1747104115830,939,1785,move,3.51,0.39
1747104115838,963,1785,move,3.4,0.48
1747104115844,979,1786,move,2.31,0.33
1747104115851,993,1790,move,2.39,0.39
1747104115859,1005,1794,move,1.58,0.2
1747104115867,1011,1797,move,0.84,0.1
1747104115874,1018,1801,move,1.02,0.13
1747104115882,1022,1801,move,0.5,0.06
1747104115887,1026,1801,move,0.85,0.18
1747104115899,1029,1801,move,0.26,0.02
1747104115903,1032,1801,move,0.75,0.19
1747104115911,1033,1801,move,0.12,0.02
1747104116375,1033,1802,move,0.0,0.0
1747104116393,1033,1802,move,0.0,0.0
1747104116399,1033,1804,move,0.32,0.05
1747104116406,1033,1805,move,0.14,0.02
1747104116414,1033,1809,move,0.53,0.07
1747104116423,1031,1813,move,0.51,0.06
1747104116431,1031,1819,move,0.73,0.09
1747104116435,1032,1826,move,1.58,0.35
1747104116443,1032,1832,move,0.75,0.09
1747104116451,1033,1840,move,1.0,0.12
1747104116459,1037,1846,move,0.9,0.11
1747104116463,1038,1855,move,2.26,0.57
1747104116472,1044,1862,move,1.09,0.13
1747104116480,1047,1866,move,0.6,0.07
1747104116491,1051,1873,move,0.77,0.07
1747104116496,1058,1878,move,1.58,0.29
1747104116504,1067,1882,move,1.27,0.16
1747104116512,1074,1885,move,0.95,0.12
1747104116520,1083,1889,move,1.22,0.15
1747104116526,1092,1891,move,1.4,0.21
1747104116535,1100,1892,move,0.99,0.12
1747104116540,1109,1894,move,1.68,0.31
1747104116549,1118,1896,move,1.02,0.11
1747104116557,1129,1898,move,1.49,0.2
1747104116565,1141,1904,move,1.68,0.21
1747104116573,1155,1908,move,1.82,0.23
1747104116581,1171,1912,move,2.01,0.25
1747104116587,1188,1916,move,2.9,0.48
1747104116595,1205,1920,move,2.16,0.27
1747104116603,1223,1921,move,2.24,0.28
1747104116611,1243,1923,move,2.48,0.31
1747104116615,1259,1921,move,3.84,0.92
1747104116623,1278,1924,move,2.4,0.3
1747104116633,1295,1923,move,1.74,0.18
1747104116641,1314,1921,move,2.39,0.3
1747104116646,1335,1923,move,4.69,1.04
1747104116654,1359,1924,move,2.91,0.35
1747104116662,1389,1923,move,3.75,0.47
1747104116670,1419,1921,move,3.65,0.44
1747104116674,1449,1924,move,7.5,1.86
1747104116685,1482,1919,move,3.14,0.3
1747104116693,1516,1922,move,4.22,0.52
1747104116701,1551,1921,move,4.43,0.56
1747104116707,1580,1921,move,4.82,0.8
1747104116715,1604,1919,move,2.93,0.36
1747104116719,1628,1921,move,5.57,1.29
1747104116727,1649,1919,move,2.56,0.31
1747104116737,1668,1919,move,2.04,0.22
1747104116745,1681,1919,move,1.63,0.21
1747104116749,1692,1919,move,2.5,0.57
1747104116757,1701,1919,move,1.09,0.13
1747104116767,1703,1919,move,0.22,0.02
1747104116775,1706,1919,move,0.37,0.05
1747104116783,1706,1918,move,0.13,0.02
1747104116872,1707,1918,move,0.01,0.0
1747104116880,1707,1916,move,0.25,0.03
1747104116887,1707,1915,move,0.14,0.02
1747104116893,1708,1914,move,0.24,0.04
1747104116901,1708,1913,move,0.12,0.01
1747104116909,1709,1912,move,0.18,0.02
1747104116917,1710,1911,move,0.18,0.02
1747104116924,1710,1907,move,0.57,0.08
1747104116933,1712,1903,move,0.5,0.06
1747104116938,1712,1897,move,1.09,0.2
1747104116947,1712,1891,move,0.71,0.08
1747104116955,1712,1886,move,0.62,0.08
1747104116961,1712,1884,move,0.31,0.05
1747104116971,1712,1879,move,0.53,0.06
1747104116975,1712,1878,move,0.22,0.05
1747104116985,1712,1876,move,0.21,0.02
1747104116992,1712,1873,move,0.43,0.06
1747104116997,1713,1871,move,0.39,0.07
1747104117006,1713,1866,move,0.62,0.08
1747104117014,1713,1860,move,0.75,0.09
1747104117022,1713,1854,move,0.75,0.09
1747104117029,1713,1846,move,1.13,0.16
1747104117035,1713,1838,move,1.29,0.21
1747104117041,1713,1832,move,1.0,0.17
1747104117052,1713,1830,move,0.17,0.01
1747104117058,1713,1828,move,0.38,0.07
1747104117066,1713,1827,move,0.13,0.02
1747104117133,1713,1827,move,0.0,0.0
1747104117141,1712,1827,move,0.12,0.01
1747104117149,1711,1829,move,0.27,0.03
1747104117155,1710,1830,move,0.23,0.04
1747104117162,1707,1831,move,0.48,0.07
1747104117172,1706,1834,move,0.33,0.03
1747104117180,1703,1835,move,0.36,0.04
1747104117187,1702,1838,move,0.5,0.08
1747104117195,1699,1841,move,0.53,0.07
1747104117203,1698,1842,move,0.17,0.02
1747104117211,1696,1846,move,0.56,0.07
1747104117215,1695,1847,move,0.31,0.07
1747104117225,1695,1849,move,0.21,0.02
1747104117233,1694,1849,move,0.12,0.02
1747104117254,1694,1849,move,0.0,0.0
1747104117270,1697,1850,move,0.2,0.01
1747104117273,1699,1850,move,0.5,0.13
1747104117282,1704,1852,move,0.67,0.08
1747104117289,1710,1853,move,0.76,0.1
1747104117298,1716,1855,move,0.77,0.09
1747104117307,1725,1857,move,1.02,0.11
1747104117311,1736,1859,move,2.62,0.61
1747104117319,1747,1861,move,1.36,0.17
1747104117327,1755,1861,move,0.99,0.12
1747104117336,1767,1862,move,1.46,0.18
1747104117345,1775,1862,move,0.85,0.09
1747104117353,1781,1862,move,0.75,0.09
1747104117359,1785,1862,move,0.68,0.12
1747104117367,1789,1864,move,0.55,0.07
1747104117375,1792,1864,move,0.37,0.05
1747104117383,1795,1864,move,0.38,0.05
1747104117389,1796,1864,move,0.17,0.03
1747104117503,1796,1864,press_left,0,0
1747104117587,1796,1864,release_left,0,0
1747104118109,1797,1864,move,0.0,0.0
1747104118117,1797,1861,move,0.38,0.05
1747104118125,1798,1857,move,0.5,0.06
1747104118132,1798,1851,move,0.8,0.11
1747104118139,1798,1847,move,0.63,0.1
1747104118147,1798,1841,move,0.76,0.1
1747104118154,1798,1835,move,0.8,0.11
1747104118162,1796,1828,move,0.92,0.12
1747104118168,1795,1822,move,0.99,0.16
1747104118177,1793,1816,move,0.69,0.07
1747104118185,1792,1810,move,0.8,0.1
1747104118193,1792,1802,move,1.02,0.13
1747104118199,1790,1793,move,1.52,0.25
1747104118205,1788,1784,move,1.43,0.22
1747104118214,1786,1773,move,1.24,0.14
1747104118222,1782,1759,move,1.98,0.27
1747104118226,1778,1742,move,3.87,0.86
1747104118236,1774,1721,move,2.12,0.21
1747104118245,1767,1696,move,3.06,0.36
1747104118252,1760,1669,move,3.83,0.53
1747104118259,1751,1642,move,4.24,0.63
1747104118266,1744,1615,move,3.82,0.52
1747104118272,1735,1590,move,4.9,0.91
1747104118282,1729,1568,move,2.16,0.21
1747104118287,1725,1549,move,4.02,0.83
1747104118296,1718,1532,move,1.97,0.21
1747104118304,1714,1518,move,1.79,0.22
1747104118313,1711,1507,move,1.39,0.17
1747104118318,1707,1498,move,1.89,0.36
1747104118326,1703,1489,move,1.16,0.14
1747104118334,1699,1477,move,1.6,0.2
1747104118342,1696,1468,move,1.15,0.14
1747104118348,1692,1456,move,2.1,0.35
1747104118356,1688,1447,move,1.24,0.15
1747104118364,1685,1438,move,1.21,0.15
1747104118372,1683,1432,move,0.79,0.1
1747104118378,1680,1423,move,1.55,0.25
1747104118386,1676,1417,move,0.9,0.11
1747104118394,1673,1412,move,0.74,0.09
1747104118402,1670,1408,move,0.63,0.08
1747104118408,1669,1406,move,0.36,0.06
1747104118416,1669,1405,move,0.13,0.02
1747104118424,1668,1404,move,0.18,0.02
1747104118484,1668,1403,move,0.02,0.0
1747104118499,1668,1402,move,0.07,0.0
1747104118506,1667,1401,move,0.19,0.02
1747104118523,1667,1400,move,0.06,0.0
1747104118528,1667,1399,move,0.17,0.03
1747104118537,1667,1397,move,0.25,0.03
1747104118545,1666,1396,move,0.18,0.02
1747104118553,1665,1395,move,0.17,0.02
1747104118559,1663,1395,move,0.34,0.06
1747104118567,1663,1394,move,0.13,0.02
1747104118575,1662,1394,move,0.12,0.01
1747104121461,1662,1393,move,0.0,0.0
1747104121469,1665,1390,move,0.52,0.06
1747104121475,1668,1386,move,0.83,0.14
1747104121483,1675,1377,move,1.41,0.18
1747104121491,1688,1362,move,2.59,0.34
1747104121498,1708,1342,move,3.65,0.47
1747104121504,1740,1310,move,7.54,1.26
1747104121513,1793,1257,move,9.25,1.14
1747104121520,1850,1204,move,10.16,1.33
1747104121529,1913,1140,move,10.6,1.25
1747104121535,1981,1076,move,15.45,2.56
1747104121543,2044,1013,move,10.81,1.31
1747104121550,2102,955,move,11.23,1.54
1747104121558,2165,896,move,10.92,1.38
1747104121565,2222,843,move,11.91,1.82
1747104121573,2280,785,move,9.92,1.2
1747104121580,2342,730,move,11.78,1.67
1747104121588,2394,682,move,8.88,1.11
1747104121594,2444,641,move,10.39,1.67
1747104121603,2485,603,move,6.57,0.77
1747104121610,2516,572,move,5.98,0.82
1747104121619,2543,542,move,4.79,0.57
1747104121625,2567,513,move,6.09,0.98
1747104121633,2583,491,move,3.38,0.42
1747104121641,2600,465,move,3.74,0.45
1747104121649,2613,442,move,3.29,0.41
1747104121655,2626,423,move,3.99,0.69
1747104121662,2635,406,move,2.57,0.34
